station_id,date,pm025,pm100
1,2017-11-06,14.0,
1,2017-11-07,0.0,
1,2017-11-08,3.5,
1,2017-11-09,7.0,
1,2017-11-10,3.5,
1,2017-11-11,3.5,
1,2017-11-12,0.0,
1,2017-11-13,0.0,
1,2017-11-13,0.0,
1,2017-11-14,0.0,
1,2017-11-15,3.5,
1,2017-11-16,0.0,
1,2017-11-17,3.5,
1,2017-11-18,0.0,
1,2017-11-19,3.5,
1,2017-11-21,10.5,
1,2017-11-22,7.0,
1,2017-11-23,3.5,
1,2017-11-24,7.0,
1,2017-11-25,10.5,
1,2017-11-26,7.0,
1,2017-11-27,3.5,
1,2017-11-28,7.0,
1,2017-11-29,7.0,
1,2017-12-01,7.0,
1,2017-12-02,3.5,
1,2017-12-03,3.5,
1,2017-12-04,7.0,
1,2017-12-05,0.0,
1,2017-12-06,7.0,
1,2017-12-07,3.5,
1,2017-12-08,3.5,
1,2017-12-09,7.0,
1,2017-12-10,7.0,
1,2017-12-11,14.0,
1,2017-12-12,7.0,
1,2017-12-13,3.5,
1,2017-12-14,3.5,
1,2017-12-15,7.0,
1,2017-12-16,10.5,
1,2017-12-17,7.0,
1,2017-12-18,3.5,
1,2017-12-19,10.5,
1,2017-12-20,10.5,
1,2017-12-21,3.5,
1,2017-12-22,0.0,
1,2017-12-23,0.0,
1,2017-12-24,0.0,
1,2017-12-25,3.5,
1,2017-12-26,0.0,
1,2017-12-27,7.0,
1,2017-12-28,7.0,
1,2017-12-29,7.0,
1,2017-12-30,3.5,
1,2017-12-31,3.5,
1,2018-01-01,3.5,
1,2018-01-02,3.5,
1,2018-01-03,3.5,
1,2018-01-04,3.5,
1,2018-01-05,3.5,
1,2018-01-06,0.0,
1,2018-01-07,0.0,
1,2018-01-08,0.0,
1,2018-01-09,3.5,
1,2018-01-10,3.5,
1,2018-01-11,0.0,
1,2018-01-12,10.5,
1,2018-01-13,7.0,
1,2018-01-14,7.0,
1,2018-01-15,3.5,
1,2018-01-16,3.5,
1,2018-01-17,7.0,
1,2018-01-18,7.0,
1,2018-01-19,14.0,
1,2018-01-20,10.5,
1,2018-01-21,10.5,
1,2018-01-22,17.5,
1,2018-01-23,17.5,
1,2018-01-24,14.0,
1,2018-01-25,14.0,
1,2018-01-26,10.5,
1,2018-01-27,17.5,
1,2018-01-28,7.0,
1,2018-01-29,17.5,
1,2018-01-30,17.5,
1,2018-01-31,14.0,
1,2018-02-01,17.5,
1,2018-02-02,17.5,
1,2018-02-03,10.5,
1,2018-02-05,10.5,
1,2018-02-06,10.5,
1,2018-02-07,14.0,
1,2018-02-08,21.0,
1,2018-02-09,31.5,
1,2018-02-10,21.0,
1,2018-02-11,24.5,
1,2018-02-12,17.5,
1,2018-02-13,14.0,
1,2018-02-14,21.0,
1,2018-02-15,38.5,
1,2018-02-16,31.5,
1,2018-02-17,28.0,
1,2018-02-18,24.5,
1,2018-02-19,21.0,
1,2018-02-20,14.0,
1,2018-02-21,17.5,
1,2018-02-22,14.0,
1,2018-02-23,10.5,
1,2018-02-24,7.0,
1,2018-02-25,7.0,
1,2018-02-26,7.0,
1,2018-02-27,7.0,
1,2018-02-28,7.0,
1,2018-03-01,24.5,
1,2018-03-02,10.5,
1,2018-03-03,14.0,
1,2018-03-04,14.0,
1,2018-03-05,7.0,
1,2018-03-06,7.0,
1,2018-03-07,10.5,
1,2018-03-08,14.0,
1,2018-03-09,14.0,
1,2018-03-10,14.0,
1,2018-03-11,10.5,
1,2018-03-12,17.5,
1,2018-03-13,14.0,
1,2018-03-14,7.0,
1,2018-03-15,7.0,
1,2018-03-16,7.0,
1,2018-03-17,7.0,
1,2018-03-18,3.5,
1,2018-03-19,3.5,
1,2018-03-20,10.5,
1,2018-03-21,10.5,
1,2018-03-22,7.0,
1,2018-03-23,7.0,
1,2018-03-24,10.5,
1,2018-03-25,10.5,
1,2018-03-26,7.0,
1,2018-03-27,7.0,
1,2018-03-28,7.0,
1,2018-03-29,7.0,
1,2018-03-30,10.5,
1,2018-03-31,24.5,
1,2018-04-01,17.5,
1,2018-04-02,10.5,
1,2018-04-03,7.0,
1,2018-04-04,10.5,
1,2018-04-05,17.5,
1,2018-04-06,14.0,
1,2018-04-07,3.5,
1,2018-04-08,10.5,
1,2018-04-09,21.0,
1,2018-04-10,7.0,
1,2018-04-11,10.5,
1,2018-04-12,17.5,
1,2018-04-13,10.5,
1,2018-04-14,17.5,
1,2018-04-15,28.0,
1,2018-04-16,31.5,
1,2018-04-17,38.5,
1,2018-04-18,10.5,
1,2018-04-19,14.0,
1,2018-04-20,14.0,
1,2018-04-21,10.5,
1,2018-04-22,7.0,
1,2018-04-23,10.5,
1,2018-04-24,10.5,
1,2018-04-25,10.5,
1,2018-04-26,7.0,
1,2018-04-27,7.0,
1,2018-04-28,7.0,
1,2018-04-29,10.5,
1,2018-04-30,7.0,
1,2018-05-01,7.0,
1,2018-05-02,14.0,
1,2018-05-03,7.0,
1,2018-05-07,10.5,
1,2018-05-08,7.0,
1,2018-05-09,3.5,
1,2018-05-10,7.0,
1,2018-05-11,10.5,
1,2018-05-12,10.5,
1,2018-05-13,14.0,
1,2018-05-14,10.5,
1,2018-05-15,21.0,
1,2018-05-16,17.5,
1,2018-05-17,21.0,
1,2018-05-18,17.5,
1,2018-05-19,3.5,
1,2018-05-20,7.0,
1,2018-05-21,7.0,
1,2018-05-22,10.5,
1,2018-05-23,10.5,
1,2018-05-24,7.0,
1,2018-05-25,10.5,
1,2018-05-26,10.5,
1,2018-05-27,3.5,
1,2018-05-28,3.5,
1,2018-05-29,7.0,
1,2018-05-30,3.5,
1,2018-05-31,3.5,
1,2018-06-01,3.5,
1,2018-06-02,7.0,
1,2018-06-03,7.0,
1,2018-06-04,3.5,
1,2018-06-05,0.0,
1,2018-06-06,3.5,
1,2018-06-07,3.5,
1,2018-06-08,3.5,
1,2018-06-09,3.5,
1,2018-06-10,7.0,
1,2018-06-11,14.0,
1,2018-06-12,14.0,
1,2018-06-13,7.0,
1,2018-06-14,10.5,
1,2018-06-15,10.5,
1,2018-06-16,10.5,
1,2018-06-17,10.5,
1,2018-06-18,14.0,
1,2018-06-19,7.0,
1,2018-06-20,3.5,
1,2018-06-21,7.0,
1,2018-06-22,7.0,
1,2018-06-23,3.5,
1,2018-06-24,7.0,
1,2018-06-25,7.0,
1,2018-06-26,10.5,
1,2018-06-27,7.0,
1,2018-06-28,10.5,
1,2018-06-29,7.0,
1,2018-06-30,3.5,
1,2018-07-01,3.5,
1,2018-07-02,3.5,
1,2018-07-03,7.0,
1,2018-07-04,10.5,
1,2018-07-05,10.5,
1,2018-07-06,7.0,
1,2018-07-07,10.5,
1,2018-07-08,10.5,
1,2018-07-09,7.0,
1,2018-07-10,7.0,
1,2018-07-11,10.5,
1,2018-07-12,10.5,
1,2018-07-13,14.0,
1,2018-07-14,17.5,
1,2018-07-15,17.5,
1,2018-07-16,17.5,
1,2018-07-18,14.0,
1,2018-07-19,10.5,
1,2018-07-20,17.5,
1,2018-07-21,17.5,
1,2018-07-22,24.5,
1,2018-07-23,17.5,
1,2018-07-24,17.5,
1,2018-07-25,14.0,
1,2018-07-26,17.5,
1,2018-07-27,17.5,
1,2018-07-28,21.0,
1,2018-07-29,14.0,
1,2018-07-30,10.5,
1,2018-07-31,14.0,
1,2018-08-01,17.5,
1,2018-08-02,21.0,
1,2018-08-03,17.5,
1,2018-08-04,7.0,
1,2018-08-05,7.0,
1,2018-08-06,3.5,
1,2018-08-07,3.5,
1,2018-08-08,3.5,
1,2018-08-09,7.0,
1,2018-08-10,14.0,
1,2018-08-11,7.0,
1,2018-08-12,3.5,
1,2018-08-13,3.5,
1,2018-08-14,3.5,
1,2018-08-15,7.0,
1,2018-08-16,10.5,
1,2018-08-17,10.5,
1,2018-08-18,10.5,
1,2018-08-19,7.0,
1,2018-08-20,3.5,
1,2018-08-21,3.5,
1,2018-08-22,3.5,
1,2018-08-23,3.5,
1,2018-08-24,10.5,
1,2018-08-25,14.0,
1,2018-08-26,7.0,
1,2018-08-27,7.0,
1,2018-08-28,10.5,
1,2018-08-29,7.0,
1,2018-08-30,10.5,
1,2018-08-31,14.0,
1,2018-09-01,24.5,
1,2018-09-02,14.0,
1,2018-09-03,14.0,
1,2018-09-04,17.5,
1,2018-09-05,21.0,
1,2018-09-06,31.5,
1,2018-09-07,21.0,
1,2018-09-08,17.5,
1,2018-09-09,7.0,
1,2018-09-10,7.0,
1,2018-09-11,10.5,
1,2018-09-12,7.0,
1,2018-09-13,3.5,
1,2018-09-14,3.5,
1,2018-09-15,7.0,
1,2018-09-16,3.5,
1,2018-09-17,3.5,
1,2018-09-18,3.5,
1,2018-09-19,10.5,
1,2018-09-20,7.0,
1,2018-09-21,10.5,
1,2018-09-22,10.5,
1,2018-09-23,3.5,
1,2018-09-24,3.5,
1,2018-09-25,0.0,
1,2018-09-26,0.0,
1,2018-09-27,3.5,
1,2018-09-28,3.5,
1,2018-09-29,3.5,
1,2018-09-30,0.0,
1,2018-10-01,3.5,
1,2018-10-02,10.5,
1,2018-10-03,7.0,
1,2018-10-04,3.5,
1,2018-10-05,3.5,
1,2018-10-06,3.5,
1,2018-10-07,3.5,
1,2018-10-08,3.5,
1,2018-10-09,3.5,
1,2018-10-10,7.0,
1,2018-10-11,7.0,
1,2018-10-12,3.5,
1,2018-10-13,21.0,
1,2018-10-14,31.5,
1,2018-10-15,21.0,
1,2018-10-16,21.0,
1,2018-10-17,35.0,
1,2018-10-18,24.5,
1,2018-10-19,3.5,
1,2018-10-20,3.5,
1,2018-10-21,7.0,
1,2018-10-22,3.5,
1,2018-10-23,3.5,
1,2018-10-24,3.5,
1,2018-10-25,3.5,
1,2018-10-26,7.0,
1,2018-10-27,7.0,
1,2018-10-28,3.5,
1,2018-10-29,3.5,
1,2018-10-30,3.5,
1,2018-10-31,7.0,
1,2018-11-01,10.5,
1,2018-11-02,7.0,
1,2018-11-03,7.0,
1,2018-11-04,3.5,
1,2018-11-05,7.0,
1,2018-11-06,7.0,
1,2018-11-07,7.0,
1,2018-11-08,7.0,
1,2018-11-09,3.5,
1,2018-11-10,3.5,
1,2018-11-11,7.0,
1,2018-11-12,7.0,
1,2018-11-13,7.0,
1,2018-11-14,7.0,
1,2018-11-15,7.0,
1,2018-11-16,3.5,
1,2018-11-17,3.5,
1,2018-11-18,0.0,
1,2018-11-19,3.5,
1,2018-11-22,3.5,
1,2018-11-23,3.5,
1,2018-11-24,3.5,
1,2018-11-25,3.5,
1,2018-11-26,7.0,
1,2018-11-27,3.5,
1,2018-11-28,7.0,
1,2018-11-29,7.0,
1,2018-11-30,7.0,
1,2018-12-01,7.0,
1,2018-12-02,7.0,
1,2018-12-03,14.0,
1,2018-12-04,10.5,
1,2018-12-05,7.0,
1,2018-12-06,3.5,
1,2018-12-07,7.0,
1,2018-12-08,3.5,
1,2018-12-09,7.0,
1,2018-12-10,10.5,
1,2018-12-11,10.5,
1,2018-12-12,10.5,
1,2018-12-13,7.0,
1,2018-12-14,7.0,
1,2018-12-15,7.0,
1,2018-12-16,10.5,
1,2018-12-17,10.5,
1,2018-12-18,14.0,
1,2018-12-19,17.5,
1,2018-12-20,17.5,
1,2018-12-21,14.0,
1,2018-12-22,14.0,
1,2018-12-23,10.5,
1,2018-12-24,10.5,
1,2018-12-25,7.0,
1,2018-12-26,3.5,
1,2018-12-27,7.0,
1,2018-12-28,17.5,
1,2018-12-28,17.5,
1,2018-12-29,7.0,
1,2018-12-30,3.5,
1,2018-12-31,7.0,
1,2019-01-01,3.5,
1,2019-01-02,3.5,
1,2019-01-03,3.5,
1,2019-01-04,7.0,
1,2019-01-05,7.0,
1,2019-01-06,7.0,
1,2019-01-07,7.0,
1,2019-01-08,7.0,
1,2019-01-08,7.0,
1,2019-01-09,14.0,
1,2019-01-10,10.5,
1,2019-01-11,7.0,
1,2019-01-12,3.5,
1,2019-01-13,3.5,
1,2019-01-14,7.0,
1,2019-01-15,7.0,
1,2019-01-16,7.0,
1,2019-01-17,3.5,
1,2019-01-18,3.5,
1,2019-01-19,10.5,
1,2019-01-20,3.5,
1,2019-01-21,7.0,
1,2019-01-22,10.5,
1,2019-01-23,14.0,
1,2019-01-24,10.5,
1,2019-01-25,24.5,
1,2019-01-26,14.0,
1,2019-01-27,17.5,
1,2019-01-28,17.5,
1,2019-01-29,21.0,
1,2019-01-30,24.5,
1,2019-01-31,21.0,
1,2019-02-01,10.5,
1,2019-02-02,10.5,
1,2019-02-03,10.5,
1,2019-02-04,7.0,
1,2019-02-05,7.0,
1,2019-02-06,10.5,
1,2019-02-07,10.5,
1,2019-02-08,14.0,
1,2019-02-09,10.5,
1,2019-02-10,14.0,
1,2019-02-11,10.5,
1,2019-02-12,7.0,
1,2019-02-13,3.5,
1,2019-02-14,3.5,
1,2019-02-15,3.5,
1,2019-02-16,3.5,
1,2019-02-17,3.5,
1,2019-02-18,7.0,
1,2019-02-19,10.5,
1,2019-02-20,3.5,
1,2019-02-21,3.5,
1,2019-02-21,3.5,
1,2019-02-22,7.0,
1,2019-02-23,3.5,
1,2019-02-24,3.5,
1,2019-02-25,3.5,
1,2019-02-26,3.5,
1,2019-02-27,3.5,
1,2019-02-28,3.5,
1,2019-03-01,3.5,
1,2019-03-02,3.5,
1,2019-03-03,3.5,
1,2019-03-04,10.5,
1,2019-03-05,7.0,
1,2019-03-06,3.5,
1,2019-03-07,7.0,
1,2019-03-08,7.0,
1,2019-03-09,3.5,
1,2019-03-10,3.5,
1,2019-03-11,3.5,
1,2019-03-12,3.5,
1,2019-03-13,7.0,
1,2019-03-14,7.0,
1,2019-03-15,14.0,
1,2019-03-16,14.0,
1,2019-03-17,10.5,
1,2019-03-18,7.0,
1,2019-03-19,7.0,
1,2019-03-20,3.5,
1,2019-03-21,3.5,
1,2019-03-22,3.5,
1,2019-03-23,7.0,
1,2019-03-24,3.5,
1,2019-03-26,3.5,
1,2019-03-27,3.5,
1,2019-03-28,3.5,
1,2019-03-29,3.5,
1,2019-03-30,3.5,
1,2019-03-31,3.5,
1,2019-04-01,3.5,
1,2019-04-02,3.5,
1,2019-04-03,14.0,
1,2019-04-04,14.0,
1,2019-04-05,21.0,
1,2019-04-06,14.0,
1,2019-04-07,17.5,
1,2019-04-08,24.5,
1,2019-04-09,7.0,
1,2019-04-10,7.0,
1,2019-04-11,3.5,
1,2019-04-12,3.5,
1,2019-04-13,3.5,
1,2019-04-15,7.0,
1,2019-04-16,7.0,
1,2019-04-17,7.0,
1,2019-04-18,7.0,
1,2019-04-19,10.5,
1,2019-04-20,3.5,
1,2019-04-21,10.5,
1,2019-04-22,14.0,
1,2019-04-23,14.0,
1,2019-04-24,21.0,
1,2019-04-25,24.5,
1,2019-04-26,10.5,
1,2019-04-27,10.5,
1,2019-04-28,3.5,
1,2019-04-29,3.5,
1,2019-04-29,3.5,
1,2019-04-30,7.0,
1,2019-05-01,10.5,
1,2019-05-02,10.5,
1,2019-05-03,0.0,
1,2019-05-04,3.5,
1,2019-05-05,3.5,
1,2019-05-07,3.5,
1,2019-05-08,3.5,
1,2019-05-09,7.0,
1,2019-05-10,7.0,
1,2019-05-11,10.5,
1,2019-05-12,7.0,
1,2019-05-13,7.0,
1,2019-05-14,3.5,
1,2019-05-15,3.5,
1,2019-05-15,3.5,
1,2019-05-16,7.0,
1,2019-05-17,7.0,
1,2019-05-18,7.0,
1,2019-05-19,10.5,
1,2019-05-20,7.0,
1,2019-05-21,14.0,
1,2019-05-22,14.0,
1,2019-05-23,3.5,
1,2019-05-24,3.5,
1,2019-05-25,7.0,
1,2019-05-26,3.5,
1,2019-05-27,3.5,
1,2019-05-28,7.0,
1,2019-05-29,7.0,
1,2019-05-30,3.5,
1,2019-05-31,3.5,
1,2019-06-01,3.5,
1,2019-06-02,3.5,
1,2019-06-03,3.5,
1,2019-06-04,7.0,
1,2019-06-05,10.5,
1,2019-06-06,14.0,
1,2019-06-07,17.5,
1,2019-06-08,10.5,
1,2019-06-09,7.0,
1,2019-06-10,7.0,
1,2019-06-11,3.5,
1,2019-06-12,3.5,
1,2019-06-13,3.5,
1,2019-06-14,7.0,
1,2019-06-15,7.0,
1,2019-06-16,10.5,
1,2019-06-17,10.5,
1,2019-06-18,7.0,
1,2019-06-19,10.5,
1,2019-06-20,14.0,
1,2019-06-21,17.5,
1,2019-06-22,7.0,
1,2019-06-23,3.5,
1,2019-06-24,3.5,
1,2019-06-25,3.5,
1,2019-06-26,3.5,
1,2019-06-27,10.5,
1,2019-06-28,3.5,
1,2019-06-29,3.5,
1,2019-06-30,3.5,
1,2019-07-01,10.5,
1,2019-07-02,3.5,
1,2019-07-03,7.0,
1,2019-07-04,3.5,
1,2019-07-05,3.5,
1,2019-07-06,3.5,
1,2019-07-07,7.0,
1,2019-07-08,7.0,
1,2019-07-09,3.5,
1,2019-07-10,3.5,
1,2019-07-11,3.5,
1,2019-07-12,3.5,
1,2019-07-13,7.0,
1,2019-07-14,7.0,
1,2019-07-15,10.5,
1,2019-07-16,10.5,
1,2019-07-17,10.5,
1,2019-07-18,10.5,
1,2019-07-19,10.5,
1,2019-07-20,10.5,
1,2019-07-21,14.0,
1,2019-07-22,14.0,
1,2019-07-23,14.0,
1,2019-07-24,10.5,
1,2019-07-25,7.0,
1,2019-07-26,17.5,
1,2019-07-27,21.0,
1,2019-07-28,10.5,
1,2019-07-29,3.5,
1,2019-07-30,3.5,
1,2019-07-31,7.0,
1,2019-08-01,10.5,
1,2019-08-02,7.0,
1,2019-08-03,3.5,
1,2019-08-04,3.5,
1,2019-08-05,3.5,
1,2019-08-06,7.0,
1,2019-08-07,7.0,
1,2019-08-08,10.5,
1,2019-08-09,10.5,
1,2019-08-10,10.5,
1,2019-08-11,7.0,
1,2019-08-12,7.0,
1,2019-08-13,10.5,
1,2019-08-14,7.0,
1,2019-08-15,3.5,
1,2019-08-16,3.5,
1,2019-08-17,10.5,
1,2019-08-18,10.5,
1,2019-08-19,10.5,
1,2019-08-20,7.0,
1,2019-08-21,10.5,
1,2019-08-22,7.0,
1,2019-08-23,7.0,
1,2019-08-24,3.5,
1,2019-08-25,7.0,
1,2019-08-26,7.0,
1,2019-08-27,7.0,
1,2019-08-28,7.0,
1,2019-08-29,7.0,
1,2019-08-30,10.5,
1,2019-08-31,10.5,
1,2019-09-01,10.5,
1,2019-09-02,14.0,
1,2019-09-03,3.5,
1,2019-09-04,7.0,
1,2019-09-06,7.0,
1,2019-09-07,3.5,
1,2019-09-08,10.5,
1,2019-09-09,14.0,
1,2019-09-10,24.5,
1,2019-09-11,14.0,
1,2019-09-12,7.0,
1,2019-09-13,3.5,
1,2019-09-14,3.5,
1,2019-09-15,3.5,
1,2019-09-16,3.5,
1,2019-09-17,3.5,
1,2019-09-18,3.5,
1,2019-09-19,3.5,
1,2019-09-20,3.5,
1,2019-09-21,7.0,
1,2019-09-22,3.5,
1,2019-09-23,3.5,
1,2019-09-24,3.5,
1,2019-09-25,10.5,
1,2019-09-26,10.5,
1,2019-09-27,7.0,
1,2019-09-28,14.0,
1,2019-09-29,10.5,
1,2019-09-30,10.5,
1,2019-10-01,7.0,
1,2019-10-02,3.5,
1,2019-10-03,0.0,
1,2019-10-04,0.0,
1,2019-10-05,3.5,
1,2019-10-06,7.0,
1,2019-10-07,3.5,
1,2019-10-08,3.5,
1,2019-10-09,7.0,
1,2019-10-10,14.0,
1,2019-10-11,10.5,
1,2019-10-12,3.5,
1,2019-10-13,3.5,
1,2019-10-14,3.5,
